model,run,SPY,QQQ,IWM,EFA,EEM,TLT,LQD,GLD,DBC,VNQ,CASH,turnover,viol_r1,viol_r2,viol_r3,viol_r4,viol_r5
google-antigravity-gemini-3.7-flash-high,run_001,20.0,15.0,5.0,8.0,4.0,10.0,6.0,13.0,4.0,5.0,10.0,8.0,False,False,False,False,False
google-antigravity-gemini-3.7-flash-high,run_002,20.0,15.0,5.0,8.0,4.0,10.0,6.0,12.0,5.0,5.0,10.0,8.0,False,False,False,False,False
google-antigravity-gemini-3.7-flash-high,run_003,20.0,15.0,5.0,8.0,4.0,10.0,6.0,12.0,5.0,5.0,10.0,8.0,False,False,False,False,False
google-antigravity-gemini-3.7-flash-high,run_004,20.0,15.0,5.0,8.0,4.0,10.0,6.0,14.0,3.0,5.0,10.0,8.0,False,False,False,False,False
google-antigravity-gemini-3.7-flash-high,run_005,20.0,15.0,5.0,8.0,4.0,8.0,6.0,15.0,4.0,5.0,10.0,10.0,False,False,False,False,False
google-antigravity-gemini-3.7-flash-high,run_006,20.0,15.0,5.0,8.0,4.0,10.0,6.0,12.0,5.0,5.0,10.0,8.0,False,False,False,False,False
google-antigravity-gemini-3.7-flash-high,run_007,20.0,15.0,5.0,8.0,4.0,10.0,6.0,12.0,3.0,5.0,12.0,8.0,False,False,False,False,False
google-antigravity-gemini-3.7-flash-high,run_008,20.0,15.0,5.0,8.0,4.0,10.0,6.0,14.0,3.0,5.0,10.0,8.0,False,False,False,False,False
google-antigravity-gemini-3.7-flash-high,run_009,20.0,15.0,5.0,8.0,4.0,10.0,6.0,12.0,3.0,5.0,12.0,8.0,False,False,False,False,False
google-antigravity-gemini-3.7-flash-high,run_010,20.0,15.0,5.0,8.0,4.0,10.0,6.0,12.0,5.0,5.0,10.0,8.0,False,False,False,False,False
synthetic-syn-large-text-high,run_001,20.0,12.0,5.0,8.0,5.0,8.0,6.0,14.0,5.0,5.0,12.0,13.0,False,False,False,False,False
synthetic-syn-large-text-high,run_002,20.0,15.0,5.0,8.0,4.0,8.0,6.0,12.0,5.0,5.0,12.0,10.0,False,False,False,False,False
synthetic-syn-large-text-high,run_003,20.0,15.0,5.0,8.0,4.0,10.0,6.0,14.0,3.0,5.0,10.0,8.0,False,False,False,False,False
synthetic-syn-large-text-high,run_004,20.0,12.0,5.0,8.0,5.0,10.0,6.0,14.0,4.0,6.0,10.0,11.0,False,False,False,False,False
synthetic-syn-large-text-high,run_005,20.0,13.0,5.0,8.0,5.0,10.0,6.0,14.0,4.0,5.0,10.0,10.0,False,False,False,False,False
synthetic-syn-large-text-high,run_006,20.0,15.0,5.0,8.0,4.0,10.0,6.0,12.0,5.0,5.0,10.0,8.0,False,False,False,False,False
synthetic-syn-large-text-high,run_007,20.0,15.0,5.0,8.0,4.0,10.0,6.0,14.0,3.0,5.0,10.0,8.0,False,False,False,False,False
synthetic-syn-large-text-high,run_008,20.0,13.0,5.0,8.0,5.0,10.0,6.0,14.0,3.0,4.0,12.0,11.0,False,False,False,False,False
synthetic-syn-large-text-high,run_009,20.0,13.0,5.0,8.0,4.0,10.0,6.0,14.0,4.0,5.0,10.0,9.5,False,False,True,False,False
synthetic-syn-large-text-high,run_010,20.0,15.0,5.0,8.0,4.0,10.0,6.0,12.0,3.0,5.0,12.0,8.0,False,False,False,False,False
synthetic-syn-large-vision-high,run_001,20.0,15.0,5.0,8.0,4.0,10.0,6.0,12.0,5.0,5.0,10.0,8.0,False,False,False,False,False
synthetic-syn-large-vision-high,run_002,20.0,13.0,5.0,8.0,4.0,9.0,5.0,15.0,6.0,5.0,10.0,12.0,False,False,False,False,False
synthetic-syn-large-vision-high,run_003,20.0,15.0,5.0,8.0,4.0,10.0,6.0,12.0,3.0,5.0,12.0,8.0,False,False,False,False,False
synthetic-syn-large-vision-high,run_004,20.0,12.0,5.0,8.0,4.0,10.0,6.0,14.0,5.0,5.0,11.0,11.0,False,False,False,False,False
synthetic-syn-large-vision-high,run_005,20.0,12.0,5.0,8.0,4.0,9.0,5.0,15.0,5.0,5.0,12.0,13.0,False,False,False,False,False
synthetic-syn-large-vision-high,run_006,20.0,15.0,5.0,8.0,4.0,10.0,6.0,12.0,3.0,5.0,12.0,8.0,False,False,False,False,False
synthetic-syn-large-vision-high,run_007,20.0,15.0,5.0,8.0,4.0,10.0,6.0,14.0,3.0,5.0,10.0,8.0,False,False,False,False,False
synthetic-syn-large-vision-high,run_008,20.0,13.0,5.0,10.0,4.0,10.0,6.0,12.0,5.0,5.0,10.0,10.0,False,False,False,False,False
synthetic-syn-large-vision-high,run_009,20.0,13.0,5.0,8.0,4.0,8.0,6.0,14.0,5.0,5.0,12.0,12.0,False,False,False,False,False
synthetic-syn-large-vision-high,run_010,20.0,10.0,5.0,8.0,4.0,8.0,6.0,16.0,7.0,5.0,11.0,15.0,False,False,False,False,False
synthetic-syn-small-vision-high,run_001,19.0,14.0,5.0,9.0,4.0,10.0,6.0,13.0,3.0,5.0,12.0,10.0,False,False,False,False,False
synthetic-syn-small-vision-high,run_002,20.0,14.0,6.0,9.0,4.0,8.0,7.0,11.0,5.0,5.0,11.0,12.0,False,False,False,False,False
synthetic-syn-small-vision-high,run_003,20.0,12.0,6.0,9.0,4.0,8.0,6.0,15.0,5.0,5.0,10.0,13.0,False,False,False,False,False
synthetic-syn-small-vision-high,run_004,20.0,15.0,5.0,10.0,4.0,10.0,6.0,12.0,3.0,5.0,10.0,8.0,False,False,False,False,False
synthetic-syn-small-vision-high,run_005,20.0,13.0,7.0,10.0,5.0,8.0,6.0,12.0,4.0,5.0,10.0,12.0,False,False,False,False,False
synthetic-syn-small-vision-high,run_006,20.0,12.0,5.0,8.0,4.0,10.0,6.0,12.0,3.0,5.0,15.0,11.0,False,False,False,False,False
synthetic-syn-small-vision-high,run_007,20.0,14.0,5.0,10.0,4.0,9.0,6.0,13.0,4.0,5.0,10.0,10.0,False,False,False,False,False
synthetic-syn-small-vision-high,run_008,20.0,15.0,5.0,8.0,4.0,10.0,6.0,14.0,3.0,5.0,10.0,8.0,False,False,False,False,False
synthetic-syn-small-vision-high,run_009,20.0,15.0,5.0,8.0,4.0,10.0,6.0,12.0,3.0,5.0,12.0,8.0,False,False,False,False,False
synthetic-syn-small-vision-high,run_010,20.0,15.0,5.0,10.0,4.0,8.0,6.0,12.0,3.0,5.0,12.0,10.0,False,False,False,False,False
