model,run,SPY,QQQ,IWM,EFA,EEM,TLT,LQD,GLD,DBC,VNQ,CASH,turnover,viol_r1,viol_r2,viol_r3,viol_r4,viol_r5
google-antigravity-gemini-3.1-pro-high,run_003,16.0,10.0,5.0,8.0,4.0,10.0,8.0,16.0,6.0,5.0,12.0,9.0,False,False,False,False,False
google-antigravity-gemini-3.1-pro-high,run_004,18.0,11.0,5.0,8.0,4.0,10.0,8.0,14.0,5.0,5.0,12.0,6.0,False,False,False,False,False
google-antigravity-gemini-3.1-pro-high,run_005,18.0,13.0,5.0,8.0,4.0,11.0,8.0,12.0,4.0,5.0,12.0,3.0,False,False,False,False,False
google-antigravity-gemini-3.1-pro-high,run_006,18.0,12.0,5.0,8.0,4.0,12.0,8.0,12.0,4.0,5.0,12.0,3.0,False,False,False,False,False
google-antigravity-gemini-3.1-pro-high,run_007,18.0,15.0,5.0,8.0,4.0,10.0,5.0,15.0,3.0,5.0,12.0,5.0,False,False,False,False,False
google-antigravity-gemini-3.1-pro-high,run_008,18.0,12.0,5.0,8.0,4.0,10.0,8.0,13.0,5.0,5.0,12.0,5.0,False,False,False,False,False
google-antigravity-gemini-3.1-pro-high,run_009,18.0,13.0,5.0,8.0,4.0,8.0,8.0,14.0,5.0,5.0,12.0,6.0,False,False,False,False,False
google-antigravity-gemini-3.1-pro-high,run_010,18.0,13.0,5.0,8.0,4.0,9.0,8.0,13.0,5.0,5.0,12.0,5.0,False,False,False,False,False
google-antigravity-gemini-3.1-pro-high,run_011,18.0,13.0,5.0,8.0,4.0,10.0,8.0,13.0,4.0,5.0,12.0,4.0,False,False,False,False,False
google-antigravity-gemini-3.1-pro-high,run_012,18.0,12.0,5.0,8.0,4.0,10.0,8.0,15.0,3.0,5.0,12.0,5.0,False,False,False,False,False
google-antigravity-gemini-3.1-pro-high,run_013,18.0,13.0,5.0,8.0,4.0,9.0,8.0,15.0,3.0,5.0,12.0,5.0,False,False,False,False,False
google-antigravity-gemini-3.1-pro-high,run_014,15.0,12.0,5.0,8.0,4.0,8.0,8.0,15.0,5.0,5.0,15.0,10.0,False,False,False,False,False
google-antigravity-gemini-3.1-pro-high,run_015,18.0,12.0,5.0,8.0,4.0,10.0,8.0,15.0,3.0,5.0,12.0,5.0,False,False,False,False,False
google-antigravity-gemini-3.1-pro-high,run_016,18.0,13.0,5.0,8.0,4.0,7.0,8.0,15.0,3.0,5.0,14.0,7.0,False,False,False,False,False
google-antigravity-gemini-3.1-pro-high,run_017,18.0,15.0,5.0,8.0,4.0,7.0,8.0,15.0,3.0,5.0,12.0,5.0,False,False,False,False,False
google-antigravity-gemini-3.1-pro-high,run_018,18.0,12.0,5.0,8.0,4.0,10.0,8.0,15.0,3.0,5.0,12.0,5.0,False,False,False,False,False
google-antigravity-gemini-3.1-pro-high,run_019,16.0,15.0,5.0,8.0,4.0,8.0,8.0,14.0,5.0,5.0,12.0,6.0,False,False,False,False,False
google-antigravity-gemini-3.1-pro-high,run_020,18.0,12.0,5.0,8.0,4.0,10.0,8.0,15.0,3.0,5.0,12.0,5.0,False,False,False,False,False
google-antigravity-gemini-3.1-pro-high,run_021,17.0,12.0,5.0,8.0,4.0,12.0,8.0,14.0,3.0,5.0,12.0,4.0,False,False,False,False,False
google-antigravity-gemini-3.1-pro-high,run_022,18.0,12.0,7.0,8.0,4.0,9.0,8.0,14.0,3.0,5.0,12.0,6.0,False,False,False,False,False
google-antigravity-gemini-3.1-pro-high,run_023,18.0,15.0,5.0,8.0,4.0,10.0,8.0,12.0,3.0,5.0,12.0,2.0,False,False,False,False,False
google-antigravity-gemini-3.1-pro-high,run_024,17.0,14.0,5.0,8.0,4.0,12.0,8.0,12.0,3.0,5.0,12.0,2.0,False,False,False,False,False
google-antigravity-gemini-3.1-pro-high,run_025,18.0,15.0,5.0,8.0,4.0,9.0,8.0,13.0,3.0,5.0,12.0,3.0,False,False,False,False,False
google-antigravity-gemini-3.1-pro-high,run_026,18.0,15.0,5.0,8.0,4.0,9.0,5.0,14.0,5.0,5.0,12.0,6.0,False,False,False,False,False
google-antigravity-gemini-3.1-pro-high,run_027,18.0,13.0,5.0,8.0,4.0,7.0,5.0,20.0,3.0,5.0,12.0,10.0,False,False,False,False,False
google-antigravity-gemini-3.1-pro-high,run_028,16.0,12.0,5.0,8.0,4.0,12.0,8.0,15.0,3.0,5.0,12.0,5.0,False,False,False,False,False
google-antigravity-gemini-3.1-pro-high,run_029,18.0,13.0,5.0,8.0,3.0,10.0,8.0,15.0,3.0,5.0,12.0,5.0,False,False,False,False,False
google-antigravity-gemini-3.1-pro-high,run_030,18.0,13.0,5.0,8.0,4.0,8.0,8.0,14.0,5.0,5.0,12.0,6.0,False,False,False,False,False
google-antigravity-gemini-3.1-pro-high,run_031,18.0,13.0,5.0,8.0,4.0,7.0,8.0,15.0,5.0,5.0,12.0,7.0,False,False,False,False,False
google-antigravity-gemini-3.1-pro-high,run_032,18.0,12.0,5.0,10.0,4.0,10.0,6.0,15.0,3.0,5.0,12.0,7.0,False,False,False,False,False
google-antigravity-gemini-3.1-pro-high,run_033,18.0,13.0,5.0,8.0,4.0,12.0,8.0,12.0,3.0,5.0,12.0,2.0,False,False,False,False,False
google-antigravity-gemini-3.1-pro-high,run_034,18.0,12.0,5.0,8.0,4.0,10.0,6.0,15.0,5.0,5.0,12.0,7.0,False,False,False,False,False
google-antigravity-gemini-3.1-pro-high,run_035,16.0,11.0,5.0,8.0,4.0,10.0,8.0,18.0,3.0,5.0,12.0,8.0,False,False,False,False,False
google-antigravity-gemini-3.1-pro-high,run_036,18.0,15.0,5.0,8.0,4.0,10.0,6.0,14.0,3.0,5.0,12.0,4.0,False,False,False,False,False
google-antigravity-gemini-3.1-pro-high,run_037,18.0,12.0,5.0,8.0,4.0,10.0,8.0,14.0,4.0,5.0,12.0,5.0,False,False,False,False,False
google-antigravity-gemini-3.1-pro-high,run_038,18.0,13.0,5.0,8.0,4.0,10.0,8.0,14.0,3.0,5.0,12.0,4.0,False,False,False,False,False
google-antigravity-gemini-3.1-pro-high,run_039,18.0,12.0,5.0,8.0,4.0,10.0,8.0,13.0,5.0,5.0,12.0,5.0,False,False,False,False,False
google-antigravity-gemini-3.1-pro-high,run_040,18.0,12.0,5.0,8.0,4.0,10.0,8.0,15.0,3.0,5.0,12.0,5.0,False,False,False,False,False
google-antigravity-gemini-3.1-pro-high,run_041,18.0,15.0,5.0,8.0,4.0,8.0,4.0,15.0,6.0,5.0,12.0,8.0,False,False,False,False,False
google-antigravity-gemini-3.1-pro-high,run_042,18.0,13.0,5.0,8.0,4.0,9.0,8.0,14.0,3.0,5.0,13.0,5.0,False,False,False,False,False
google-antigravity-gemini-3.1-pro-high,run_043,18.0,15.0,5.0,8.0,4.0,9.0,8.0,13.0,3.0,5.0,12.0,3.0,False,False,False,False,False
google-antigravity-gemini-3.1-pro-high,run_044,18.0,15.0,5.0,8.0,4.0,9.0,6.0,15.0,3.0,5.0,12.0,5.0,False,False,False,False,False
google-antigravity-gemini-3.1-pro-high,run_045,18.0,13.0,5.0,8.0,4.0,9.0,8.0,14.0,4.0,5.0,12.0,5.0,False,False,False,False,False
google-antigravity-gemini-3.1-pro-high,run_046,18.0,11.0,5.0,8.0,4.0,9.0,8.0,15.0,5.0,5.0,12.0,7.0,False,False,False,False,False
google-antigravity-gemini-3.1-pro-high,run_047,18.0,13.0,5.0,8.0,4.0,9.0,8.0,13.0,5.0,5.0,12.0,5.0,False,False,False,False,False
google-antigravity-gemini-3.1-pro-high,run_048,18.0,13.0,5.0,8.0,2.0,10.0,8.0,14.0,5.0,5.0,12.0,6.0,False,False,False,False,False
google-antigravity-gemini-3.1-pro-high,run_049,18.0,13.0,5.0,8.0,4.0,10.0,5.0,15.0,5.0,5.0,12.0,7.0,False,False,False,False,False
google-antigravity-gemini-3.1-pro-high,run_050,18.0,14.0,5.0,8.0,5.0,10.0,8.0,12.0,3.0,5.0,12.0,3.0,False,False,False,False,False
google-antigravity-gemini-3.7-flash-high,run_001,18.0,14.0,5.0,8.0,4.0,9.0,6.0,14.0,5.0,5.0,12.0,6.0,False,False,False,False,False
google-antigravity-gemini-3.7-flash-high,run_002,18.0,13.0,5.0,10.0,4.0,10.0,7.0,13.0,3.0,5.0,12.0,5.0,False,False,False,False,False
google-antigravity-gemini-3.7-flash-high,run_003,18.0,12.0,5.0,10.0,4.0,9.0,8.0,14.0,5.0,3.0,12.0,8.0,False,False,False,False,False
google-antigravity-gemini-3.7-flash-high,run_004,18.0,15.0,5.0,9.0,4.0,9.0,6.0,13.0,5.0,4.0,12.0,6.0,False,False,False,False,False
google-antigravity-gemini-3.7-flash-high,run_005,18.0,12.0,5.0,10.0,4.0,9.0,6.0,14.0,5.0,5.0,12.0,8.0,False,False,False,False,False
google-antigravity-gemini-3.7-flash-high,run_006,18.0,13.0,5.0,8.0,4.0,10.0,8.0,14.0,5.0,3.0,12.0,6.0,False,False,False,False,False
google-antigravity-gemini-3.7-flash-high,run_007,18.0,12.0,5.0,8.0,4.0,9.0,8.0,14.0,5.0,5.0,12.0,6.0,False,False,False,False,False
google-antigravity-gemini-3.7-flash-high,run_008,18.0,13.0,5.0,10.0,4.0,8.0,6.0,14.0,5.0,5.0,12.0,8.0,False,False,False,False,False
google-antigravity-gemini-3.7-flash-high,run_009,18.0,12.0,5.0,10.0,4.0,8.0,8.0,14.0,5.0,4.0,12.0,8.0,False,False,False,False,False
google-antigravity-gemini-3.7-flash-high,run_010,18.0,13.0,5.0,10.0,4.0,8.0,6.0,15.0,5.0,4.0,12.0,9.0,False,False,False,False,False
google-antigravity-gemini-3.7-flash-high,run_011,18.0,14.0,5.0,8.0,4.0,9.0,6.0,14.0,5.0,5.0,12.0,6.0,False,False,False,False,False
google-antigravity-gemini-3.7-flash-high,run_012,18.0,13.0,5.0,8.0,4.0,9.0,8.0,13.0,5.0,5.0,12.0,5.0,False,False,False,False,False
google-antigravity-gemini-3.7-flash-high,run_013,18.0,13.0,5.0,10.0,4.0,8.0,6.0,14.0,5.0,5.0,12.0,8.0,False,False,False,False,False
google-antigravity-gemini-3.7-flash-high,run_014,18.0,13.0,5.0,8.0,4.0,9.0,8.0,13.0,5.0,5.0,12.0,5.0,False,False,False,False,False
google-antigravity-gemini-3.7-flash-high,run_015,18.0,14.0,5.0,8.0,4.0,9.0,6.0,14.0,5.0,5.0,12.0,6.0,False,False,False,False,False
google-antigravity-gemini-3.7-flash-high,run_016,18.0,13.0,5.0,8.0,4.0,9.0,7.0,14.0,5.0,5.0,12.0,6.0,False,False,False,False,False
google-antigravity-gemini-3.7-flash-high,run_017,18.0,13.0,5.0,8.0,4.0,9.0,8.0,13.0,5.0,5.0,12.0,5.0,False,False,False,False,False
google-antigravity-gemini-3.7-flash-high,run_018,18.0,12.0,5.0,10.0,4.0,8.0,8.0,14.0,5.0,4.0,12.0,8.0,False,False,False,False,False
google-antigravity-gemini-3.7-flash-high,run_019,18.0,12.0,5.0,10.0,4.0,8.0,7.0,14.0,5.0,5.0,12.0,8.0,False,False,False,False,False
google-antigravity-gemini-3.7-flash-high,run_020,18.0,12.0,5.0,10.0,4.0,9.0,8.0,14.0,5.0,5.0,10.0,8.0,False,False,False,False,False
google-antigravity-gemini-3.7-flash-high,run_021,18.0,13.0,5.0,9.0,4.0,9.0,6.0,14.0,5.0,5.0,12.0,7.0,False,False,False,False,False
google-antigravity-gemini-3.7-flash-high,run_022,18.0,12.0,5.0,10.0,4.0,9.0,8.0,14.0,3.0,5.0,12.0,6.0,False,False,False,False,False
google-antigravity-gemini-3.7-flash-high,run_023,18.0,13.0,5.0,8.0,4.0,9.0,7.0,14.0,5.0,5.0,12.0,6.0,False,False,False,False,False
google-antigravity-gemini-3.7-flash-high,run_024,18.0,12.0,5.0,8.0,4.0,9.0,8.0,14.0,5.0,5.0,12.0,6.0,False,False,False,False,False
google-antigravity-gemini-3.7-flash-high,run_025,18.0,12.0,5.0,8.0,4.0,9.0,8.0,14.0,5.0,5.0,12.0,6.0,False,False,False,False,False
google-antigravity-gemini-3.7-flash-high,run_026,18.0,12.0,5.0,8.0,4.0,9.0,8.0,14.0,5.0,5.0,12.0,6.0,False,False,False,False,False
google-antigravity-gemini-3.7-flash-high,run_027,18.0,15.0,5.0,8.0,4.0,9.0,6.0,13.0,5.0,5.0,12.0,5.0,False,False,False,False,False
google-antigravity-gemini-3.7-flash-high,run_028,18.0,13.0,5.0,8.0,4.0,8.0,8.0,14.0,5.0,5.0,12.0,6.0,False,False,False,False,False
google-antigravity-gemini-3.7-flash-high,run_029,18.0,13.0,5.0,8.0,4.0,9.0,8.0,13.0,5.0,5.0,12.0,5.0,False,False,False,False,False
google-antigravity-gemini-3.7-flash-high,run_030,18.0,12.0,5.0,10.0,4.0,9.0,6.0,14.0,5.0,5.0,12.0,8.0,False,False,False,False,False
google-antigravity-gemini-3.7-flash-high,run_031,17.0,13.0,5.0,9.0,4.0,9.0,7.0,14.0,6.0,5.0,11.0,8.0,False,False,False,False,False
google-antigravity-gemini-3.7-flash-high,run_032,18.0,14.0,5.0,8.0,4.0,9.0,6.0,14.0,5.0,5.0,12.0,6.0,False,False,False,False,False
google-antigravity-gemini-3.7-flash-high,run_033,18.0,14.0,5.0,8.0,4.0,9.0,6.0,14.0,5.0,5.0,12.0,6.0,False,False,False,False,False
google-antigravity-gemini-3.7-flash-high,run_034,18.0,12.0,5.0,8.0,4.0,9.0,8.0,14.0,5.0,5.0,12.0,6.0,False,False,False,False,False
google-antigravity-gemini-3.7-flash-high,run_035,18.0,12.0,5.0,10.0,4.0,9.0,8.0,14.0,5.0,5.0,10.0,8.0,False,False,False,False,False
google-antigravity-gemini-3.7-flash-high,run_036,18.0,12.0,5.0,8.0,4.0,9.0,8.0,14.0,5.0,5.0,12.0,6.0,False,False,False,False,False
google-antigravity-gemini-3.7-flash-high,run_037,18.0,13.0,5.0,9.0,4.0,10.0,8.0,13.0,5.0,5.0,10.0,6.0,False,False,False,False,False
google-antigravity-gemini-3.7-flash-high,run_038,18.0,15.0,5.0,10.0,4.0,8.0,6.0,14.0,5.0,3.0,12.0,8.0,False,False,False,False,False
google-antigravity-gemini-3.7-flash-high,run_039,18.0,12.0,5.0,8.0,4.0,9.0,8.0,14.0,5.0,5.0,12.0,6.0,False,False,False,False,False
google-antigravity-gemini-3.7-flash-high,run_040,18.0,12.0,5.0,10.0,4.0,9.0,7.0,13.0,5.0,5.0,12.0,7.0,False,False,False,False,False
google-antigravity-gemini-3.7-flash-high,run_041,18.0,12.0,5.0,10.0,4.0,9.0,8.0,13.0,5.0,4.0,12.0,7.0,False,False,False,False,False
google-antigravity-gemini-3.7-flash-high,run_042,18.0,12.0,5.0,10.0,4.0,9.0,6.0,14.0,5.0,5.0,12.0,8.0,False,False,False,False,False
google-antigravity-gemini-3.7-flash-high,run_043,18.0,13.0,5.0,10.0,4.0,8.0,6.0,14.0,5.0,5.0,12.0,8.0,False,False,False,False,False
google-antigravity-gemini-3.7-flash-high,run_044,18.0,13.0,5.0,8.0,4.0,9.0,7.0,14.0,5.0,5.0,12.0,6.0,False,False,False,False,False
google-antigravity-gemini-3.7-flash-high,run_045,18.0,13.0,5.0,8.0,4.0,9.0,7.0,14.0,5.0,5.0,12.0,6.0,False,False,False,False,False
google-antigravity-gemini-3.7-flash-high,run_046,18.0,12.0,5.0,8.0,4.0,9.0,8.0,14.0,5.0,5.0,12.0,6.0,False,False,False,False,False
google-antigravity-gemini-3.7-flash-high,run_047,18.0,13.0,5.0,8.0,4.0,10.0,7.0,13.0,5.0,5.0,12.0,5.0,False,False,False,False,False
google-antigravity-gemini-3.7-flash-high,run_048,18.0,12.0,5.0,10.0,4.0,9.0,6.0,14.0,5.0,5.0,12.0,8.0,False,False,False,False,False
google-antigravity-gemini-3.7-flash-high,run_049,18.0,12.0,5.0,8.0,4.0,9.0,8.0,14.0,5.0,5.0,12.0,6.0,False,False,False,False,False
google-antigravity-gemini-3.7-flash-high,run_050,18.0,14.0,5.0,8.0,4.0,9.0,6.0,14.0,5.0,5.0,12.0,6.0,False,False,False,False,False
synthetic-syn-large-text-high,run_001,18.0,13.0,6.0,9.0,3.0,12.0,8.0,12.0,3.0,5.0,11.0,4.0,False,False,False,False,False
synthetic-syn-large-text-high,run_002,18.0,13.0,5.0,9.0,4.0,10.0,8.0,12.0,3.0,5.0,13.0,4.0,False,False,False,False,False
synthetic-syn-large-text-high,run_003,18.0,13.0,6.0,9.0,4.0,11.0,8.0,10.0,4.0,5.0,12.0,3.0,False,False,False,False,False
synthetic-syn-large-text-high,run_004,18.0,14.0,6.0,8.0,4.0,11.0,8.0,11.0,3.0,5.0,12.0,2.0,False,False,False,False,False
synthetic-syn-large-text-high,run_005,18.0,14.0,5.0,8.0,4.0,11.0,8.0,12.0,3.0,5.0,12.0,2.0,False,False,False,False,False
synthetic-syn-large-text-high,run_006,18.0,15.0,7.0,8.0,4.0,10.0,7.0,11.0,3.0,5.0,12.0,3.0,False,False,False,False,False
synthetic-syn-large-text-high,run_007,18.0,13.0,7.0,8.0,4.0,10.0,8.0,12.0,3.0,5.0,12.0,4.0,False,False,False,False,False
synthetic-syn-large-text-high,run_008,18.0,13.0,5.0,9.0,4.0,10.0,8.0,11.0,3.0,5.0,14.0,4.0,False,False,False,False,False
synthetic-syn-large-text-high,run_009,18.0,13.0,6.0,9.0,4.0,10.0,8.0,11.0,4.0,5.0,12.0,4.0,False,False,False,False,False
synthetic-syn-large-text-high,run_010,19.0,13.0,5.0,8.0,4.0,10.0,7.0,12.0,4.0,5.0,13.0,5.0,False,False,False,False,False
synthetic-syn-large-text-high,run_011,19.0,14.0,5.0,8.0,4.0,10.0,8.0,12.0,3.0,5.0,12.0,3.0,False,False,False,False,False
synthetic-syn-large-text-high,run_012,18.0,13.0,7.0,8.0,6.0,10.0,8.0,10.0,3.0,5.0,12.0,4.0,False,False,False,False,False
synthetic-syn-large-text-high,run_013,18.0,13.0,7.0,8.0,4.0,10.0,8.0,12.0,3.0,5.0,12.0,4.0,False,False,False,False,False
synthetic-syn-large-text-high,run_014,19.0,13.0,5.0,8.0,4.0,12.0,8.0,11.0,3.0,5.0,12.0,2.0,False,False,False,False,False
synthetic-syn-large-text-high,run_015,18.0,12.0,7.0,8.0,4.0,10.0,8.0,13.0,3.0,5.0,12.0,5.0,False,False,False,False,False
synthetic-syn-large-text-high,run_016,18.0,12.0,5.0,8.0,5.0,11.0,8.0,13.0,3.0,5.0,12.0,4.0,False,False,False,False,False
synthetic-syn-large-text-high,run_017,18.0,13.0,6.0,9.0,4.0,10.0,8.0,12.0,3.0,5.0,12.0,4.0,False,False,False,False,False
synthetic-syn-large-text-high,run_018,18.0,14.0,6.0,9.0,4.0,10.0,8.0,12.0,4.0,5.0,12.0,4.0,False,False,True,False,False
synthetic-syn-large-text-high,run_019,18.0,14.0,5.0,9.0,4.0,10.0,8.0,12.0,3.0,5.0,12.0,3.0,False,False,False,False,False
synthetic-syn-large-text-high,run_020,18.0,13.0,5.0,8.0,4.0,12.0,8.0,12.0,3.0,5.0,12.0,2.0,False,False,False,False,False
synthetic-syn-large-text-high,run_021,19.0,15.0,5.0,8.0,4.0,10.0,7.0,12.0,3.0,5.0,12.0,3.0,False,False,False,False,False
synthetic-syn-large-text-high,run_022,18.0,13.0,7.0,10.0,4.0,10.0,6.0,12.0,3.0,5.0,12.0,6.0,False,False,False,False,False
synthetic-syn-large-text-high,run_023,18.0,13.0,6.0,8.0,5.0,10.0,8.0,15.0,3.0,5.0,12.0,5.5,False,False,True,False,False
synthetic-syn-large-text-high,run_024,18.0,14.0,6.0,8.0,4.0,11.0,8.0,11.0,3.0,5.0,12.0,2.0,False,False,False,False,False
synthetic-syn-large-text-high,run_025,18.0,14.0,5.0,9.0,4.0,10.0,8.0,12.0,3.0,5.0,12.0,3.0,False,False,False,False,False
synthetic-syn-large-text-high,run_026,18.0,15.0,5.0,8.0,4.0,10.0,7.0,12.0,4.0,5.0,12.0,3.0,False,False,False,False,False
synthetic-syn-large-text-high,run_027,18.0,15.0,7.0,8.0,4.0,8.0,6.0,14.0,3.0,5.0,12.0,6.0,False,False,False,False,False
synthetic-syn-large-text-high,run_028,18.0,14.0,5.0,8.0,4.0,10.0,7.0,13.0,4.0,5.0,12.0,4.0,False,False,False,False,False
